aspirations_alpha,signal_decay,gap_adapt_lambda,sat_smoothing,social_boost_move,social_boost_commute,social_boost_new_employer,unemployed_signal,neighbor_signal_coef,inertia_mobility_penalty_move,inertia_loss_jobloss,econ_gap_jobloss,place_deficit_penalty_move,infra_bonus_delta,aspirations_closed_employer,hub_weak_ties_bonus,move_weak_ties_penalty,migration_pressure_p_min,migration_pressure_p_max,migration_pressure_divisor,pc_d_perceived_modifier,migration_cooldown_ticks,sb_move_total_ticks,social_boost_decay,decay_social_boost_move,decay_inertia_mobility,decay_econ_penalty,jobloss_ramp_step,max_jobs_pressure,move_stress_factor,max_work_candidates,housing_budget_ratio,adapt_flex_threshold,adapt_sat_boost,base_appetite_min,base_appetite_max,min_desired_raise,unemployed_wage_floor,unemployed_wage_ceil,commuter_gate_ref,job_flex_gate_ref,housing_alpha,wage_alpha,national_avg_wage,spillover_weight,agent_housing_footprint,housing_remaining_floor,rogers_castro_a1,rogers_castro_mu1,rogers_castro_alpha1,rogers_castro_a2,rogers_castro_mu2,rogers_castro_alpha2,rogers_castro_c,edu_wage_mult_low,edu_wage_mult_medium,edu_wage_mult_high,p_shock_default,shock_intensity_mean,shock_intensity_std,thr_place_base,thr_place_future_weight,perceived_control_to_econ_pc,digital_comm_to_info_quality,digital_comm_to_digital_trust,future_orientation_to_mig_thr,unemployment_rate,n_commuters,commuter_share,n_stay,avg_wage_employed,median_wage_employed,wage_q25,wage_q75,wage_std,avg_sat_economic,avg_sat_social,avg_sat_family,avg_sat_place,avg_aspirations,avg_signal_reduction,tpb_active_share,avg_inertia,avg_inertia_social,avg_inertia_mob_penalty,avg_migration_pressure,avg_econ_gap,avg_place_deficit_penalty,avg_perceived_control,avg_econ_perceived_control,avg_weak_ties_utility,avg_info_quality,avg_job_flexibility,avg_internal_mig_thr,avg_domain_future_place,avg_social_boost,avg_soc_calibration_signal,avg_dissatisfaction_weighted,avg_econ_penalty,avg_infra_bonus,avg_inertia_mobility_penalty,avg_jobloss_econ_gap_bonus,regional_population_gini,regional_wage_std,n_moved_economic,n_moved_place,n_commute_started,n_adapted,n_stay_decision,n_actions_total,jobs_pressure_max_final,avg_dissat_final,n_unemployed_final,avg_inertia_final,avg_aspirations_final,avg_signal_red_final,avg_age_final,avg_wage_final,avg_inertia_sim,avg_dissat_sim,avg_aspirations_sim,run,seed
0.17912390444749027,0.6082120834689689,0.1197040199123354,0.943980324001513,0.03775125866677933,0.05476876975231662,0.08714226121324048,0.3466504557330494,0.02066856670277297,0.061807119600267885,-0.5368656561717415,0.50102629962526,0.21084679855528257,0.027022274194271684,0.1641794953248881,0.011231028797926812,-0.20297730587637192,0.050974265868714695,0.7983994347906302,0.27964254026872193,2.3284539622685543,7,2,0.7234923839100599,0.012865554126459317,0.023625362097054233,0.007893380320123749,0.04762851627969453,1.2841065791733468,0.9225921223476273,28,0.5442881198406181,0.569655472316049,0.08660160199253315,0.1984523229842994,0.31460311679214703,0.05590765761296129,0.8760380106358441,0.091635489856209,0.6260121537733088,0.4282370465188957,0.07744062220186827,0.04780718941441123,1932.365076435441,0.1326109907052864,0.564298864507328,3.017918796821105,0.10796003564869891,23.675467407727282,0.19774031147053633,0.024941750388342836,64.8764754944612,0.08213966051993665,0.010271459253337348,0.714511291745554,1.0600559090926558,1.4107622678301301,0.3950252388823857,0.28789721228333987,0.06367932184904154,0.32108820700586793,0.20606568840924286,0.40071941382415,0.3060892162638801,0.3668951298533403,0.2771495457938254,0.1637142857142857,935,0.2671428571428571,1926,1828.6888334004193,1745.03,1313.19,2222.55,730.9568198723078,0.5047560445241415,0.5143276442545108,0.5143276442545108,0.5024368193486061,0.4248350424617534,0.0038674491304873187,0.19457142857142856,0.6268911,0.4824394285714286,-0.013171683302322596,0.08571415920942951,0.2781655707465542,0.10007552216688159,0.4991002,0.48190474285714285,0.5606091262926259,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.054804036077313316,0.009095480844515972,0.08728736743410608,0.0011320622483490615,0.0,-0.013171683302322596,-0.0036605916797822365,0.8735263673469388,292.9018069114067,22,113,59,748,0,942,0.0,0.0873,573,0.6269,0.4248,0.0039,42.45,1828.69,0.6374166666666667,0.08751666666666666,0.4159111111111111,0,4223
0.10077292979296887,0.6223157791757007,0.1470816357917111,0.8793853357138489,0.14636722521754517,0.08746760499470435,0.09279571390656248,0.5165577492919172,0.1266257997597067,0.027289385500724524,-0.5514703775439026,0.28057906214263795,0.050799839247128636,0.06332253635797613,0.04303325277926135,0.019706029415516687,-0.16306619784597945,0.02524235573179061,0.8446231240571791,0.1795126177377238,1.9796765277997315,15,5,0.7141266323982518,0.021837000193313034,0.0034561866738298153,0.04134049069832578,0.04276409260936452,1.4162683930584985,0.6108849707125777,27,0.3163734187123377,0.5298832454683715,0.14679895529853967,0.05789805137227219,0.3414490081925155,0.10464730154971053,0.8640117942868631,0.30278696749050005,0.36343390909844053,0.47580073263158085,0.025312167995896334,0.05053749716321637,1761.1051395191785,0.20370562523988914,1.4377966200828673,3.8929664613585304,0.09566519685405461,23.768569004831434,0.12050587888358186,0.007043478766727618,66.31152458026995,0.06834668177491265,0.0028757361845313323,0.725032669039824,0.9893667844494265,1.351584805948991,0.1298898273451729,0.08071175814687422,0.1218570338937869,0.43715296973145923,0.17103026851516318,0.41801576041177846,0.23311067092238125,0.2864011106862318,0.2701025733585798,0.15342857142857144,1000,0.2857142857142857,1897,1838.2376527167642,1756.8651372817585,1323.8,2232.49,726.4792216402061,0.5031932174555117,0.5111848290004215,0.5111848290004215,0.513697143211288,0.4418334388910758,0.009422853212443677,0.16685714285714287,0.6406704914285715,0.4824394285714286,0.06067838206452107,0.14750579872185646,0.25903998375395987,0.10951640054342014,0.4798714285714285,0.4631767428571429,0.6177150943888966,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.35572971313893725,0.004246358119363806,0.08844667566651232,9.428571428571429e-05,0.0,0.06067838206452107,-0.002956831546133203,0.8727405714285714,303.1249124149555,21,61,134,1497,0,1713,0.0,0.0884,537,0.6407,0.4418,0.0094,42.45,1838.24,0.6446777777777778,0.08837777777777779,0.4411277777777778,1,4223
0.1252414708826953,0.6782997871795728,0.11796327238391931,0.7569402080533686,0.0633694474831426,0.11288265442703654,0.05879749702770447,0.400980925968764,0.12475390886573622,0.04010082775392632,-0.2373645668137681,0.22090724775459103,0.09987982500298889,0.0631076014119939,0.059802393552286434,0.01997568396340227,-0.07783387001741413,0.024122208109074235,0.8696665482331022,0.1176288546682893,3.7515542422480714,5,10,0.6695158770742826,0.013211104774306877,0.03437038889421728,0.04983931077729441,0.09181782633949219,1.4353917604306785,0.9167930407843565,12,0.3604149023279969,0.8238383859040734,0.04668828404485553,0.1570242022626422,0.221803308701448,0.18764871696703092,0.7565014730615784,0.12488798011780942,0.38941038351577045,0.5217057091448645,0.03669409559992231,0.053515336148262725,1391.083630762508,0.21694241318920085,0.9672667197856033,4.231594641914132,0.13579665608962566,21.284467555412117,0.08257425547719292,0.017312596437284673,61.229138254507674,0.047148666069862934,0.0016316469974982928,0.796866790474578,1.0114820016572879,1.4347450503594787,0.29540361273011617,0.11152295168938121,0.04600212490715675,0.30620455915963407,0.23277460841236217,0.2235455098305849,0.47416430615857547,0.14019183748207534,0.105981163825256,0.15085714285714286,1020,0.2914285714285714,1886,1837.6404811692735,1758.8129442838572,1333.755,2227.9175,724.5076244753135,0.502360861172341,0.5142343756801933,0.5142343756801933,0.4969655563547514,0.4585387013985649,0.015453391648195414,0.21485714285714286,0.6113802218460219,0.4824394285714286,-0.00458702137251116,0.17687082836657061,0.26544723055975544,0.10883540567846538,0.4776349428571428,0.4613842571428571,0.6201709439380126,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.23331072870369082,0.010215401326076396,0.08809335555997769,9.3127286068602e-05,0.0,-0.00458702137251116,0.0,0.8736295510204082,292.70767420704635,27,118,162,229,0,536,0.0,0.0881,528,0.6114,0.4585,0.0155,42.45,1837.64,0.6089777777777778,0.08795000000000001,0.4523277777777778,2,4223
0.191264679266477,0.600291789324893,0.1412084169110468,0.7704079696137307,0.18631365519063983,0.0851712399829699,0.10323719752747132,0.6315288300077145,0.11070375992883062,0.20851538856253984,-0.4776510661339055,0.34703406429546296,0.13681497333161996,0.03455220794961342,0.16482635079690935,0.017591668843601128,-0.2366208508540768,0.07251142160909317,0.5689814372225587,0.0997875894790988,1.745147496366663,7,7,0.9160623367327335,0.0027096772386481613,0.0020129221464688417,0.003970222203786075,0.024587525855367394,1.4833668975981633,0.787976104155866,15,0.39218364542695927,0.5661609389604765,0.09774497134767218,0.10340303163287663,0.20316182650987247,0.13089679305890886,0.5717650825007675,0.2773582344866492,0.4286780185095618,0.3507722351516595,0.030367975781844872,0.010144629222725975,1958.8527647619005,0.40714800737664764,0.5878051090596764,4.804711630462802,0.1025600351533269,26.66539408833321,0.14356712247962303,0.014697045542910011,58.12719186420481,0.04516367430236151,0.0094710919272941,0.8599627627949151,1.0606229504072284,1.3271525263399069,0.14435028980294934,0.25264769756003375,0.1272599033881252,0.43512988675238207,0.1867891463399177,0.5383582381727763,0.346336399334986,0.24180388334361252,0.21915507822437386,0.134,1327,0.37914285714285717,1638,1883.1542121013956,1823.7669563728166,1394.78,2286.31,698.1389872724989,0.4950811023476218,0.5010276888226864,0.5010276888226864,0.497523124164929,0.36594577548098556,0.05227479069720271,0.21971428571428572,0.5536613885714285,0.4824394285714286,-0.1990570305470909,0.3156103823115432,0.2484685529029171,0.08334863504206073,0.468308657142857,0.45111082857142853,0.5859357034747982,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.8807862695594568,0.027558855681020608,0.090780701164111,0.016779923968655314,0.0,-0.1990570305470909,0.004784506739334881,0.873422693877551,263.7595606862113,104,390,374,2178,0,3046,0.0,0.0908,469,0.5537,0.3659,0.0523,42.45,1883.15,0.5540111111111111,0.08985555555555556,0.36262777777777777,3,4223
0.2805931498170998,0.8802822924892589,0.13735363546149087,0.828722788307093,0.188254659648308,0.04356603528796316,0.11390279329009209,0.18572383152378497,0.13165305075770345,0.3316206705622853,-0.5922160371313286,0.24804753379471245,0.005595669103243651,0.0905350555619016,0.16141963115480218,0.006473821093872082,-0.17544377792418808,0.05869278420735428,0.8811542849606744,0.2945137273716556,1.1505649414382966,13,5,0.8893967184163754,0.0018639003166370397,0.00419985197389566,0.0245299059225916,0.03331984051627834,1.30717249263843,0.6843846663572004,19,0.44433704152196074,0.5568979916328652,0.07354345652277595,0.14381553079325046,0.14056986712061476,0.07049163099385723,0.7596761767878388,0.18263187501695027,0.5042670586638529,0.4838627617838996,0.034117843971693526,0.04039066730855865,1880.6511628793232,0.29622822552321665,0.979594936279751,4.212825204076526,0.06058514950509302,21.80281431572491,0.0640464689161348,0.008603171094339383,68.65666053663307,0.07866165863498531,0.014810336867835443,0.8162569835026178,1.088912618429381,1.3929925852353409,0.43709365843646586,0.3125223986080335,0.12209346460079809,0.3072080941365669,0.2688699037652318,0.23685786035728673,0.4123770130973971,0.42550148825368894,0.358900363297056,0.15171428571428572,1125,0.32142857142857145,1778,1866.5013083221777,1791.1,1370.7113309847746,2267.36,715.3245146394424,0.4985572863869411,0.5052919078074033,0.5052919078074033,0.5094115753545061,0.3857560205864531,0.09743325445236373,0.16714285714285715,0.5206268885714286,0.4824394285714286,-0.09285975108787974,0.25208913633049884,0.2634780570735989,0.0964295435184887,0.4442533428571428,0.4286275714285714,0.5265530879906273,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.7949271187674457,0.05443036506972222,0.08951632297029778,0.0010558251718144004,0.0,-0.09285975108787974,0.0011876448182116563,0.8732922448979592,282.61591355013695,65,173,251,2814,0,3303,0.0,0.0895,531,0.5206,0.3858,0.0974,42.45,1866.5,0.5086444444444445,0.08927222222222223,0.383,4,4223
0.1558120520865917,0.9691154576496919,0.08469777164910278,0.8017798194613333,0.0618297631646841,0.09243864351938576,0.07109428991464536,0.673662650733778,0.08597123744890614,0.21440426760211567,-0.12883830530987816,0.4611142625514235,0.022322886320432334,0.02102599731116596,0.14082351383838954,0.00632540567850438,-0.16529219929759278,0.010747031588991748,0.573433115651352,0.1064874916860867,3.324542969657958,5,8,0.705250650206669,0.04501636870544089,0.038533917593105906,0.021325392536148506,0.027239459782951784,1.3970360854496453,0.6281569792033139,10,0.2042853710183957,0.6495660227306319,0.06615359775110964,0.16746434048534986,0.2342057789231126,0.01862435491822105,0.777265736304444,0.33102646985377715,0.5117681812514624,0.39617224890893965,0.008856479002070133,0.05533929305673959,1591.404448053784,0.08776519336040482,0.9849890548455831,4.11708413592502,0.11218035521147823,20.1275589037353,0.1072558160381882,0.021849210502450006,64.39215731406685,0.09421849253790712,0.014040681071887693,0.8859276775149322,0.9688510636302582,1.2754994629059317,0.36704946473596944,0.10598482063935959,0.14655171532540526,0.22411696566114694,0.30063941142929634,0.5968034539457814,0.5446024903284518,0.3248516437599689,0.3417678919464516,0.15085714285714286,972,0.2777142857142857,1934,1826.9527177848368,1745.105,1323.95,2216.87,721.4548065478533,0.5020472742115573,0.5124806563925647,0.5124806563925647,0.5022135836945146,0.4951573822185791,0.07962611939393517,0.32657142857142857,0.6191946052149082,0.4824394285714286,-0.013588176856002434,0.13852244224857263,0.30846726230986676,0.11533879433711766,0.49687374285714286,0.4799602857142857,0.5316224072655057,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.03859545422293871,0.037129385942555146,0.08863980189385448,3.831293987606226e-05,0.0,-0.013588176856002434,0.0038306213209629383,0.8733232653061225,302.91707478772474,14,47,113,523,0,697,0.0,0.0886,528,0.6192,0.4952,0.0796,42.45,1826.95,0.6227,0.08852222222222222,0.48525,5,4223
0.05598973943884173,0.8458832510831755,0.14013501978019974,0.7904099237841761,0.2927227825646554,0.08892962831413187,0.11802599628545163,0.28295271078101947,0.14500358465945035,0.05391295803874835,-0.15518671653974092,0.22299824519957473,0.19397467677161612,0.10721716931964002,0.10269903297059134,0.01965189091091572,-0.06063005900657037,0.054952927703309624,0.7202416312090257,0.2686761393466371,3.8112142792158687,17,6,0.8326604705994818,0.015541904711009132,0.04095280807143709,0.019891030173325712,0.05709876358840925,1.2863262421852129,0.6101035892923619,14,0.22545520660240548,0.4223127680406351,0.14890213156659746,0.15352294904892316,0.21201620883290015,0.1984031574624058,0.651071984006077,0.18854117565173528,0.5126546296540634,0.5654432161008527,0.054215754214572844,0.0190287805107645,1705.806816924806,0.10502520610913238,0.7088247107503238,1.6910731948661843,0.07734810558149088,25.665976519314317,0.16713534467640861,0.007102154046878853,62.96726529246747,0.11435161884877715,0.010836594585618208,0.7636122789242823,0.9746754945929561,1.398813789123958,0.1515169764964454,0.21258470167744348,0.049189663806615935,0.214575396429301,0.3551930807163942,0.5723382200360717,0.543592318823214,0.16526332669513377,0.0680519287575701,0.15257142857142858,1012,0.28914285714285715,1888,1832.3100984610774,1760.885,1332.16,2216.375,714.5566813598075,0.504587477141664,0.509009647265295,0.509009647265295,0.5307774031702268,0.4203238996077142,0.027263778496670464,0.18457142857142858,0.611383168398103,0.4824394285714286,-0.0010680431351087248,0.20023819548124733,0.25640980071839853,0.10169818764876946,0.4585017428571428,0.44145397142857135,0.6196826842011225,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.5939776942092935,0.01240192889602769,0.08909312096792009,6.35565097985434e-05,0.0,-0.0010680431351087248,0.0,0.8737874285714285,300.74203137459403,23,97,156,3722,0,3998,0.0,0.0891,534,0.6114,0.4203,0.0273,42.45,1832.31,0.6097555555555556,0.0893,0.41268333333333335,6,4223
0.06120429664228536,0.6649659668567377,0.07095636093405269,0.7871681756844874,0.24260561024719868,0.021749494448521072,0.0985079191170099,0.31859919644357954,0.13681019233942757,0.3768841135316198,-0.20649275838603465,0.2609249713772173,0.06716651372213064,0.06483187079485175,0.07397438865765965,0.0074445842189803015,-0.16994463895843853,0.0743624349038732,0.8643824059552494,0.2598482261994259,3.1852373428633918,7,7,0.9315387972510063,0.030855606542283195,0.036290961436667775,0.027691649890016736,0.032333034384511024,1.4631479382630144,0.9465512925930344,10,0.3448924340626388,0.6950531249232282,0.10733911179215501,0.14804682922802453,0.14177384023687228,0.1628590941423192,0.8109218736867907,0.39520335586062944,0.4369634804228573,0.6357384079628554,0.05405137284519342,0.027193004245180955,1744.9066887319082,0.17989825273744947,1.42519463358572,0.9641052770950012,0.08818075917913598,19.433221440006058,0.18383074223829182,0.0031553687998169162,69.41166202322027,0.08488280131489397,0.0074606631151777425,0.7231988964656412,1.0434644216135234,1.1671452423102442,0.369227946389061,0.3181607695335553,0.12570316733137382,0.3087835305510518,0.3566728571517953,0.3418353655447691,0.22581599441929995,0.3006346649656035,0.20577409009532815,0.15857142857142856,1007,0.2877142857142857,1872,1857.0014379176007,1780.93,1344.1750000000002,2257.3050000000003,725.3825593158904,0.505385962869549,0.5154747201348395,0.5154747201348395,0.5133007969768303,0.5402179963059991,0.005272326201876792,0.21171428571428572,0.7369779596224713,0.4824394285714286,-0.017116705723846232,0.322987715603009,0.3271537678554732,0.12912587130365388,0.4464018571428571,0.4302855714285713,0.5412897719619036,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.4415903187598898,0.005035807960402958,0.08697216764918536,0.00022681431447425698,0.0,-0.017116705723846232,0.0017514881888232923,0.8733862857142857,309.49754245911976,15,34,197,1081,0,1327,0.0,0.087,555,0.737,0.5402,0.0053,42.45,1857.0,0.7384055555555555,0.08732777777777777,0.51255,7,4223
0.22815942401840594,0.7237878434073348,0.06158081915288041,0.8671935888384027,0.17768974525696443,0.1477875898487674,0.11978108059692306,0.5352154169508926,0.15373102928552607,0.24645426967162692,-0.38028840027244165,0.1138983327687396,0.039938782944024566,0.04386100514210998,0.11459701457564268,0.015613757291180728,-0.11384546792149666,0.05169213046069197,0.5908171954770276,0.15414456120465758,1.9767931532083909,6,6,0.7625137202365643,0.0271910165511734,0.04240152306214082,0.010129764499023749,0.10658811995346806,1.2968047437877512,0.9433161284941736,15,0.491564204982158,0.7045194158239358,0.12105349396903661,0.07628492465293302,0.11665089832616457,0.02350312808519766,0.727645201812992,0.05891702964602968,0.649274777434447,0.38157408588947134,0.06631770598155663,0.040251064809558396,1995.6608866191923,0.35555649940494616,1.0736627357225772,4.828731236513699,0.056099116580049534,18.675102974031123,0.13368398772300222,0.019602300417263317,62.16427804626015,0.08624718992371855,0.0055791319793882755,0.7456540838272633,0.90050079704095,1.3806953446171943,0.5355183928527852,0.12718357792155188,0.11637802484997123,0.39065708043463787,0.3663270465570715,0.31375871822129076,0.5664048503450123,0.41505539967993443,0.2451066537602955,0.15428571428571428,1027,0.2934285714285714,1867,1873.1895654455343,1809.8482771143904,1371.1975,2275.6725,720.3632381925568,0.5042481393386029,0.5135090086600917,0.5135090086600917,0.5063545314533129,0.48061957071034794,0.033091368671369796,0.242,0.6321491836565201,0.4824394285714286,-0.08240701326083147,0.3809434439114731,0.32049342296001054,0.10780778946028681,0.46303494285714286,0.4462532285714285,0.5891094447840315,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.4849332560541099,0.01492371733586119,0.08723787395838917,0.0042065045985883055,0.0,-0.08240701326083147,0.0,0.8741526530612245,341.9110079882203,100,181,221,851,0,1353,0.0,0.0872,540,0.6321,0.4806,0.0331,42.45,1873.19,0.6366777777777777,0.08734999999999998,0.4621666666666666,8,4223
0.29260022704133093,0.8440578323531712,0.1347297667314183,0.8662814592671844,0.03687922742631029,0.07826989677135755,0.07042900441288508,0.6586250986804905,0.17009801561852128,0.1486934955116805,-0.559036247300016,0.2253410188541635,0.18661264840752925,0.10521150478295566,0.049474108192949146,0.010534589459469088,-0.1709352492027072,0.03195164126146738,0.8633721338084235,0.12341101000812191,2.386403806475255,17,3,0.6901671508875606,0.034144284013340576,0.03455252999368386,0.035614384326246064,0.04294128815426284,1.3522606571611924,0.8278344119025769,15,0.42048911760812824,0.7022173121401141,0.14766087027376648,0.05309527312473558,0.24421058496589843,0.10275305632269369,0.8837438915164615,0.2059872097813255,0.35263897660732585,0.37242156212680255,0.033265311436541455,0.056671155996289635,1564.8551206567445,0.2433134653034632,1.6927546447859898,3.5986568918018107,0.0955052368352193,19.588918373223905,0.19994697459870642,0.006422268869073924,67.05788670770242,0.10425750961767603,0.014987042036423332,0.8748287977683615,0.9288239568284479,1.537203486101601,0.3799774983479076,0.08474268758060045,0.07330182855357964,0.26255787534067665,0.10113341900549641,0.4053229816680055,0.22175511594045794,0.28841833078732976,0.14722837168716718,0.142,1037,0.29628571428571426,1900,1836.8886853994295,1762.72,1327.88,2223.508049384897,722.6686813988343,0.5037714528828302,0.5142660289569542,0.5142660289569542,0.5059365758791092,0.4561332369277786,0.04301108144419975,0.2814285714285714,0.6701415028571429,0.4824394285714286,-0.029031471803798482,0.09363255903445396,0.25904147517933157,0.12152237752580872,0.49737997142857143,0.4803390571428571,0.5616774742250118,0.5241374857142856,0.5114761714285714,0.5954236285714286,0.5027393142857143,0.061820548131356845,0.016530339977640866,0.08768685593545263,0.0002134808155825326,0.0,-0.029031471803798482,-0.0025519394103104766,0.8729420408163265,303.5535470581844,22,42,162,390,0,616,0.0,0.0877,497,0.6701,0.4561,0.043,42.45,1836.89,0.6870555555555555,0.08783333333333333,0.4671888888888889,9,4223
